0	>> (0)	15	core.rb:24
1	>> (0)	41	scheduler.rb:29
2	>> (2)	20	pathname.rb:48
3	>> (2)	11	pathname.rb:48
4	>> (2)	10	pathname.rb:48
5	>> (2)	8	pathname.rb:48
6	>> (2)	11	pathname.rb:48
7	>> (2)	12	pathname.rb:48
8	>> (1)	176	pathname.rb:395
9	>> (0)	218	pathname.rb:353
10	>> (2)	11	pathname.rb:48
11	>> (2)	10	pathname.rb:48
12	>> (2)	9	pathname.rb:48
13	>> (2)	8	pathname.rb:48
14	>> (2)	9	pathname.rb:48
15	>> (2)	10	pathname.rb:48
16	>> (1)	150	pathname.rb:395
17	>> (0)	182	pathname.rb:353
18	>> (1)	466	char_mapped_display.rb:333
19	>> (0)	490	char_mapped_display.rb:97
20	>> (0)	45	char_mapped_display.rb:102
21	>> (1)	5	window_guard.rb:18
22	>> (0)	21	core.rb:726
23	>> (1)	14	input_handler.rb:38
24	>> (1)	7	input_handler.rb:38
25	>> (0)	59	input_handler.rb:41
26	>> (1)	5	window_guard.rb:18
27	>> (0)	22	core.rb:750
28	>> (1)	5	sequence_memory.rb:88
29	>> (0)	21	sequence_memory.rb:21
30	>> (1)	4	window_guard.rb:18
31	>> (0)	19	core.rb:774
32	>> (0)	3	looper_pedal.rb:141
33	>> (1)	3	window_guard.rb:18
34	>> (0)	18	core.rb:778
35	>> (0)	5	core.rb:24
36	>> (0)	32	scheduler.rb:29
37	>> (0)	15	rubyOF.rb:126
38	>> (0)	18	char_mapped_display.rb:315
39	>> (1)	4	window_guard.rb:18
40	>> (0)	19	core.rb:815
41	>> (0)	5	core.rb:24
42	>> (0)	28	scheduler.rb:29
43	>> (0)	15	char_mapped_display.rb:315
44	>> (1)	3	window_guard.rb:18
45	>> (0)	18	core.rb:935
46	>> (0)	15	rubyOF.rb:97
47	>> (0)	14	char_mapped_display.rb:315
48	>> (0)	4	core.rb:24
49	>> (0)	20	scheduler.rb:165
50	>> (1)	11	node_collection.rb:174
51	>> (0)	78	node_collection.rb:150
52	>> (0)	10	machine.rb:716
53	>> (0)	10	state.rb:160
54	>> (1)	621	char_mapped_display.rb:132
55	>> (0)	657	core.rb:1601
56	>> (1)	6	node_collection.rb:174
57	>> (0)	31	node_collection.rb:150
58	>> (0)	5	machine.rb:716
59	>> (0)	7	state.rb:160
60	>> (0)	85	live_code.rb:175
61	>> (0)	51	scheduler.rb:29
62	>> (0)	37	char_mapped_display.rb:315
63	>> (0)	32	char_mapped_display.rb:315
64	>> (0)	32	char_mapped_display.rb:315
65	>> (0)	29	char_mapped_display.rb:315
